RabbitID,SurgeryID,AgeWeeks,WeightKg,Sex,Strain,SurgeryType,DurationMin,AnesthesiaProtocol,LocalBlock,IntraOpAnalgesicMgPerKg,PreOpGrimace,PreOpBehaviorScore,PreOpBiomarker,Housing,VetID,SurgeryPainBoost,LatentPain,ExpectedPainDurationDays,DurationPerKg,PreOpGrimaceFilled,PreOpBiomarkerFilled,PreOpRiskScore,SurgeryComplexity,AnalgesiaNeedScore,AnalgesiaNeedCategory,FirstPostOpGrimace,RescueAnalgesiaGiven,AnalgesicScore,VetBiasFlag,DurationPerKg_x_PreOpGrimace,PreOpRiskScore_x_SurgeryComplexity,DurationPerKg_x_AnalgesicScore,LocalBlock_x_PreOpGrimace,BaselineAnalgesiaNeedScore,BaselineAnalgesiaNeedCategory
2610,6896,32,2.67,Female,Dutch Belted,BoneDefect,123,Protocol1,1,0.015344876963020374,3.0,3,59.15,Group,Vet9,12.0,61.48221983915323,9,46.06741573033708,3.0,59.15,22.652499999999996,Major,76.09511464734496,High,5.0,1,-0.8637642180827226,0.03731576484844303,138.20224719101125,22.652499999999996,-39.791385327406324,3.0,64,Medium
614,1689,41,5.0,Female,Californian,BoneDefect,144,Protocol2,0,0.018218933240477783,0.0,3,69.47,Single,Vet6,12.0,63.97586732621076,6,28.8,0.0,69.47,24.3145,Major,80.43092798010186,High,0.0,1,-0.8572674864051699,-1.6796081900350277,0.0,24.3145,-24.689303608468894,0.0,84,High
2994,5947,15,1.66,Female,Californian,BoneDefect,152,Protocol2,1,0.3687689508313151,4.0,5,60.95,Group,Vet4,12.0,65.28273149021868,6,91.56626506024097,4.0,60.95,23.9325,Major,82.70322953668392,High,3.0,1,-0.17726775429663863,0.8154085693885433,366.26506024096386,23.9325,-16.23174617655968,4.0,76,High
4833,6993,42,4.4,Male,New Zealand White,BoneDefect,131,Protocol1,0,0.03831232675640794,4.0,4,53.13,Group,Vet5,12.0,59.25832518125583,8,29.77272727272727,4.0,53.13,21.195500000000003,Major,72.22833229001333,High,3.0,1,-0.8123527378881067,0.8108106423904566,119.09090909090908,21.195500000000003,-24.1859565143959,0.0,89,High
4489,7938,44,3.82,Male,Dutch Belted,BoneDefect,122,Protocol1,1,0.4102653273036344,4.0,3,57.01,Group,Vet1,12.0,63.19175776318076,6,31.93717277486911,4.0,57.01,22.5535,Major,79.06756258247731,High,5.0,1,-0.10862325691188503,0.8278223430497808,127.74869109947645,22.5535,-3.4691197233638675,4.0,78,High
1098,1671,31,2.67,Male,New Zealand White,OcularImplant,114,Protocol1,0,0.0491154703503271,5.0,3,60.64,Group,Vet6,10.0,64.35113638246122,6,42.69662921348315,5.0,60.64,24.474,Major,81.08342460839707,High,4.0,1,-0.7885624475936203,1.3679124120037225,213.48314606741576,24.474,-33.66895843658154,0.0,60,Medium
4517,2864,33,2.15,Male,New Zealand White,OcularImplant,82,Protocol1,0,0.2832148684391147,3.0,1,56.28,Group,Vet6,10.0,62.36520790748609,7,38.139534883720934,3.0,56.28,21.648,Major,77.63040440229764,High,5.0,1,-0.3256144151025588,0.14890417118822247,114.41860465116281,21.648,-12.418782343446429,0.0,62,Medium
57,6392,37,1.28,Male,Dutch Belted,BoneDefect,99,Protocol2,0,0.2937975196971471,2.0,4,63.29,Single,Vet7,12.0,70.42152976447261,8,77.34375,2.0,63.29,23.4515,Major,91.63828157892326,High,4.0,1,-0.3067372142251765,-0.45135568178924096,154.6875,23.4515,-23.724206412728496,0.0,86,High
761,2694,16,4.02,Female,Californian,OcularImplant,149,Protocol2,0,1.6270543149728263,3.0,0,66.65,Group,Vet4,10.0,58.84977151278497,4,37.06467661691543,3.0,66.65,25.2775,Major,71.51796225892568,High,3.0,1,1.3211828176410316,0.19376045213193113,111.19402985074629,25.2775,48.96921388768998,0.0,67,Medium
3886,8783,19,2.65,Female,New Zealand White,BoneDefect,144,Protocol2,0,0.020539864906090097,1.0,0,64.77,Group,Vet7,12.0,63.302196182976324,9,54.339622641509436,1.0,64.77,23.319499999999994,Major,79.2595866658666,High,2.0,1,-0.8520344486155451,-1.0468284409217132,54.339622641509436,23.319499999999994,-46.29923041533528,0.0,83,High
4225,1145,46,4.31,Male,Dutch Belted,OcularImplant,100,Protocol2,1,0.04379715582389307,3.0,1,63.35,Single,Vet9,10.0,59.937670899598054,4,23.20185614849188,3.0,63.35,24.1225,Major,73.40954023477188,High,1.0,1,-0.8002434747206344,0.03731576484844303,69.60556844547564,24.1225,-18.567133984237458,3.0,59,Medium
202,8069,41,2.76,Male,Dutch Belted,OcularImplant,102,Protocol1,0,0.3665722800532131,0.0,3,67.19,Single,Vet10,10.0,60.55977441381859,7,36.95652173913044,0.0,67.19,23.516499999999997,Major,74.49121866980005,High,1.0,1,-0.18095932110048987,-1.6587724479736397,0.0,23.516499999999997,-6.687627084148539,0.0,53,Medium
451,8991,37,2.42,Female,Dutch Belted,OcularImplant,139,Protocol2,1,0.024440621820532485,2.0,2,66.09,Single,Vet1,10.0,60.61543696446904,7,57.43801652892562,2.0,66.09,24.4315,Major,74.58800156734193,High,2.0,1,-0.8432661077778049,-0.41819435392072657,114.87603305785125,24.4315,-48.435532636824334,2.0,54,Medium
1901,1488,29,5.0,Female,Californian,BoneDefect,154,Protocol1,0,0.025433318822169294,3.0,1,66.99,Group,Vet1,12.0,68.14337460816964,8,30.8,3.0,66.99,25.396499999999996,Major,87.67715413326219,High,5.0,1,-0.8410399970254447,0.20481399456452706,92.4,25.396499999999996,-25.904031908383697,0.0,79,High
1450,1239,42,1.44,Male,Dutch Belted,OcularImplant,68,Protocol1,0,0.30911277063413795,5.0,4,67.19,Single,Vet7,10.0,68.49376609259512,4,47.22222222222222,5.0,67.19,26.766499999999997,Major,88.28639504551687,High,4.0,1,-0.27968971567182105,1.335062595608176,236.11111111111111,26.766499999999997,-13.207569906724883,0.0,63,Medium
3796,1781,23,4.35,Female,Dutch Belted,OcularImplant,99,Protocol2,1,1.3110604952056955,5.0,5,57.91,Group,Vet3,10.0,60.081927191019716,4,22.758620689655174,5.0,57.91,23.518499999999996,Major,73.66036492227337,High,4.0,1,1.0266264444187183,1.30527626449334,113.79310344827587,23.518499999999996,23.36460183849497,5.0,63,Medium
64,5795,44,5.0,Male,New Zealand White,BoneDefect,108,Protocol1,1,0.01573441420599238,3.0,0,49.36,Single,Vet5,12.0,58.66914250562429,7,21.6,3.0,49.36,19.226,Major,71.20389474874442,High,4.0,1,-0.8628826024325872,0.20990904506735622,64.80000000000001,19.226,-18.638264212543884,3.0,70,High
2772,5923,30,4.86,Female,Dutch Belted,BoneDefect,107,Protocol1,1,0.07199937049025343,5.0,2,50.69,Group,Vet6,12.0,61.15899940040662,7,22.016460905349792,5.0,50.69,20.9915,Major,75.5331172138622,High,4.0,1,-0.7389672197617306,1.3679124120037225,110.08230452674896,20.9915,-16.269442904219172,5.0,72,High
3640,1061,43,3.29,Female,Dutch Belted,BoneDefect,175,Protocol2,1,2.9115192641289234,3.0,1,62.08,Single,Vet10,12.0,60.79907105160616,7,53.191489361702125,3.0,62.08,23.677999999999997,Major,74.9072941407671,High,1.0,1,2.236093366056856,0.19766608095017152,159.5744680851064,23.677999999999997,118.94113649238594,3.0,76,High
4508,9998,39,4.41,Male,Dutch Belted,OcularImplant,129,Protocol2,0,2.2396042995523033,3.0,1,58.37,Single,Vet8,10.0,58.25849041199319,5,29.25170068027211,3.0,58.37,22.379499999999997,Major,70.4898760945716,High,2.0,1,1.8029016319895204,0.0546670901639172,87.75510204081633,22.379499999999997,52.737938894931546,0.0,58,Medium
2276,4465,18,3.58,Male,Dutch Belted,OcularImplant,129,Protocol1,1,0.023051061990485133,2.0,0,61.35,Group,Vet7,10.0,60.29690875471602,4,36.03351955307262,2.0,61.35,22.7725,Major,74.03416271647214,High,2.0,1,-0.8463858042998035,-0.45135568178924096,72.06703910614524,22.7725,-30.49825942868007,2.0,69,Medium
4141,7302,44,2.27,Male,Californian,BoneDefect,98,Protocol1,0,0.02805271719597513,5.0,5,56.63,Single,Vet3,12.0,66.8664317448539,9,43.17180616740088,5.0,56.63,23.0705,Major,85.45687804345037,High,5.0,1,-0.8351763581857715,1.30527626449334,215.8590308370044,23.0705,-36.056071851191895,0.0,79,High
4974,4353,18,2.24,Male,New Zealand White,OcularImplant,137,Protocol2,1,0.026034171209712808,3.0,5,60.92,Single,Vet8,10.0,60.00717062497415,6,61.16071428571428,3.0,60.92,23.272,Major,73.53038242977844,High,2.0,1,-0.8396936396855272,0.0546670901639172,183.48214285714283,23.272,-51.35626278433804,3.0,60,Medium
4641,4912,17,4.54,Female,Dutch Belted,BoneDefect,176,Protocol1,0,0.024321419704969233,3.0,3,54.92,Group,Vet9,12.0,62.865645237402525,9,38.76651982378855,3.0,54.92,21.171999999999997,Major,78.50053655149779,High,1.0,1,-0.8435335621009544,0.03731576484844303,116.29955947136565,21.171999999999997,-32.70086055721762,0.0,84,High
1100,8634,34,1.94,Female,Dutch Belted,Ovariohysterectomy,93,Protocol2,0,0.2731814200194355,5.0,1,57.51,Group,Vet9,8.0,60.76698566174823,6,47.93814432989691,5.0,57.51,23.3785,Major,74.85150587804964,High,5.0,1,-0.34365628105457313,1.2851549413803798,239.69072164948454,23.3785,-16.474244401069743,0.0,53,Medium
3883,8126,22,2.05,Female,Dutch Belted,OcularImplant,106,Protocol1,1,0.4636049432864642,5.0,4,66.64,Single,Vet5,10.0,65.07738975984535,7,51.707317073170735,5.0,66.64,26.573999999999998,Major,82.34619293991352,High,4.0,1,-0.023295608113487548,1.411712239713557,258.5365853658537,26.573999999999998,-1.2045533951364293,5.0,59,Medium
3320,2883,47,4.1,Male,New Zealand White,BoneDefect,166,Protocol1,0,0.02982465063461553,0.0,2,62.92,Group,Vet6,12.0,58.63590687366336,7,40.487804878048784,0.0,62.92,22.022,Major,71.14610651005923,High,2.0,1,-0.8312182724422936,-1.6796081900350277,0.0,22.022,-33.65420322571238,0.0,86,High
3112,6014,21,3.29,Female,New Zealand White,Ovariohysterectomy,43,Protocol2,0,1.4926400285498926,1.0,0,69.42,Single,Vet10,8.0,58.76495514829066,6,13.069908814589665,1.0,69.42,24.947,Major,71.37048835737421,High,0.0,1,1.2004686094580745,-1.0399596049990358,13.069908814589665,24.947,15.690015260394286,0.0,52,Medium
1472,4106,19,5.0,Male,New Zealand White,BoneDefect,160,Protocol2,0,0.3456095054186151,5.0,3,56.0,Single,Vet10,12.0,63.09933227086244,6,32.0,5.0,56.0,22.849999999999998,Major,78.90685835946252,High,3.0,1,-0.21648936928324225,1.435291766899379,160.0,22.849999999999998,-6.927659817063752,0.0,79,High
3957,1682,38,4.28,Female,New Zealand White,OcularImplant,71,Protocol1,0,0.25597687404892805,2.0,5,73.11,Group,Vet3,10.0,66.10089929088626,4,16.588785046728972,2.0,73.11,26.8885,Major,84.12581347325822,High,0.0,1,-0.37492651144476646,-0.46153836354089467,33.177570093457945,26.8885,-6.219575306677201,0.0,69,Medium
3463,6121,23,3.1,Male,Dutch Belted,BoneDefect,101,Protocol1,1,0.8391551124012503,5.0,2,52.8,Group,Vet1,12.0,60.62950047372076,7,32.58064516129032,5.0,52.8,21.729999999999997,Major,74.61245440249023,High,5.0,1,0.5016694824131218,1.4508306915350344,162.9032258064516,21.729999999999997,16.344715394750096,5.0,74,High
4935,2321,36,2.73,Male,Dutch Belted,BoneDefect,154,Protocol2,0,0.06102082297439221,4.0,1,49.28,Group,Vet3,12.0,58.89798305372434,7,56.41025641025641,4.0,49.28,19.848,Major,71.60178976184365,High,4.0,1,-0.7626270122696861,0.716338055148595,225.64102564102564,19.848,-43.019985307520756,0.0,85,High
4861,2060,36,2.18,Male,Dutch Belted,BoneDefect,155,Protocol1,1,0.01796936362271566,1.0,1,65.45,Group,Vet5,12.0,61.76575117750684,9,71.10091743119266,1.0,65.45,23.557499999999997,Major,76.5881029159228,High,3.0,1,-0.8578309047153599,-0.9918941495788447,71.10091743119266,23.557499999999997,-60.9925643260921,1.0,69,Medium
3494,8183,42,2.01,Male,Californian,BoneDefect,100,Protocol2,0,2.3458634221347077,2.0,1,64.69,Single,Vet1,12.0,65.250133718126,9,49.75124378109453,2.0,64.69,23.941499999999998,Major,82.64655037269173,High,4.0,1,1.8770795213165534,-0.41819435392072657,99.50248756218906,23.941499999999998,93.38704086152008,0.0,87,High
3351,8818,50,5.0,Male,Californian,BoneDefect,109,Protocol2,1,0.8152149228685373,3.0,2,59.48,Group,Vet10,12.0,60.22423274364814,9,21.8,3.0,59.48,22.767999999999997,Major,73.90779777539879,High,3.0,1,0.47155478846155785,0.19766608095017152,65.4,22.767999999999997,10.279894388461962,3.0,66,Medium
2354,5937,47,2.31,Female,New Zealand White,BoneDefect,92,Protocol2,0,0.49985358552037457,4.0,0,54.84,Group,Vet8,12.0,64.95281548208516,7,39.82683982683982,4.0,54.84,21.794,Major,82.12959022552243,High,3.0,1,0.0329348638134477,0.6734985508194586,159.3073593073593,21.794,1.3116915458169645,0.0,80,High
4579,7366,30,2.25,Male,New Zealand White,OcularImplant,105,Protocol2,0,0.31671905861137073,5.0,5,63.54,Group,Vet2,10.0,63.91501636229623,6,46.666666666666664,5.0,63.54,25.488999999999997,Major,80.32512376277721,High,5.0,1,-0.26637400812973966,1.42375984846594,233.33333333333331,25.488999999999997,-12.430787046054517,0.0,66,Medium
3957,1682,38,4.28,Female,New Zealand White,OcularImplant,71,Protocol1,0,0.25597687404892805,2.0,5,73.11,Group,Vet3,10.0,66.10089929088626,4,16.588785046728972,2.0,73.11,26.8885,Major,84.12581347325822,High,0.0,1,-0.37492651144476646,-0.46153836354089467,33.177570093457945,26.8885,-6.219575306677201,0.0,65,Medium
4517,2864,33,2.15,Male,New Zealand White,OcularImplant,82,Protocol1,0,0.2832148684391147,3.0,1,56.28,Group,Vet6,10.0,62.36520790748609,7,38.139534883720934,3.0,56.28,21.648,Major,77.63040440229764,High,5.0,1,-0.3256144151025588,0.14890417118822247,114.41860465116281,21.648,-12.418782343446429,0.0,56,Medium
3133,4712,18,2.24,Female,Californian,Ovariohysterectomy,85,Protocol1,0,0.2419733226810712,4.0,2,53.89,Group,Vet2,8.0,58.05203664512991,5,37.94642857142857,4.0,53.89,21.4615,Major,70.13090595159443,High,5.0,1,-0.40069661364198783,0.8131268199318483,151.78571428571428,21.4615,-15.205005428379001,0.0,54,Medium
3329,9577,39,3.83,Female,New Zealand White,BoneDefect,179,Protocol2,0,2.4515873827574977,1.0,3,50.71,Group,Vet4,12.0,60.4751133593942,8,46.73629242819843,1.0,50.71,18.3985,Major,74.34401481262147,High,0.0,1,1.9485817457016967,-1.0495357823812932,46.73629242819843,18.3985,91.06948628736389,0.0,74,High
3852,7568,29,1.56,Female,Californian,OcularImplant,143,Protocol1,0,0.04127640684712558,3.0,1,49.86,Single,Vet8,10.0,67.13312957693935,7,91.66666666666666,3.0,49.86,19.400999999999996,Major,85.92059716260219,High,2.0,1,-0.8058007973076646,0.0546670901639172,275.0,19.400999999999996,-73.86507308653592,0.0,63,Medium
943,3763,13,4.2,Female,Dutch Belted,OcularImplant,136,Protocol1,1,0.26382787957736714,5.0,4,68.86,Single,Vet10,10.0,63.397400818276225,4,32.38095238095238,5.0,68.86,27.351,Major,79.42512310564648,High,4.0,1,-0.36060407264014654,1.435291766899379,161.9047619047619,27.351,-11.676703304538078,5.0,63,Medium
795,6353,17,2.78,Female,New Zealand White,BoneDefect,156,Protocol1,0,2.5284305950181207,1.0,3,81.88,Single,Vet6,12.0,66.20350447505196,9,56.11510791366907,1.0,81.88,29.307999999999996,Major,84.30421756919583,High,2.0,1,1.9991902723525168,-1.0701040696272777,56.11510791366907,29.307999999999996,112.18477787301894,0.0,77,High
4579,7366,30,2.25,Male,New Zealand White,OcularImplant,105,Protocol2,0,0.31671905861137073,5.0,5,63.54,Group,Vet2,10.0,63.91501636229623,6,46.666666666666664,5.0,63.54,25.488999999999997,Major,80.32512376277721,High,5.0,1,-0.26637400812973966,1.42375984846594,233.33333333333331,25.488999999999997,-12.430787046054517,0.0,63,Medium
1628,8851,50,3.32,Male,Californian,BoneDefect,172,Protocol1,0,0.05057630208459522,5.0,1,54.31,Group,Vet6,12.0,65.06902844787933,8,51.807228915662655,5.0,54.31,22.258499999999998,Major,82.33165476317052,High,5.0,1,-0.7853642750100212,1.3679124120037225,259.03614457831327,22.258499999999998,-40.6875467776276,0.0,86,High
4980,5975,51,5.0,Male,Californian,BoneDefect,148,Protocol2,0,0.3994175104659956,5.0,4,52.04,Single,Vet7,12.0,62.20081409569642,8,29.6,5.0,52.04,21.464,Major,77.34456573236541,High,4.0,1,-0.12637105096823678,1.335062595608176,148.0,21.464,-3.7405831086598087,0.0,84,High
2079,4791,33,5.0,Male,New Zealand White,BoneDefect,102,Protocol1,0,0.39700288060616046,3.0,0,51.78,Single,Vet4,12.0,58.696020487703954,6,20.4,3.0,51.78,20.072999999999997,Major,71.25062866509126,High,5.0,1,-0.13034027299047066,0.19376045213193113,61.199999999999996,20.072999999999997,-2.6589415690056013,0.0,85,High
3152,9029,33,4.33,Male,Dutch Belted,BoneDefect,136,Protocol1,0,0.2910713324219684,4.0,3,57.19,Group,Vet10,12.0,63.50407285618281,7,31.40877598152425,4.0,57.19,22.6165,Major,79.61059841704805,High,2.0,1,-0.31158534707278035,0.8164789239247752,125.635103926097,22.6165,-9.78651436533444,0.0,83,High
1797,7467,12,1.74,Female,Dutch Belted,OcularImplant,141,Protocol2,0,0.0278616131959553,1.0,4,63.2,Single,Vet9,10.0,60.94322609293324,7,81.03448275862068,1.0,63.2,22.77,Major,75.15794278032585,High,1.0,1,-0.8356036474120928,-1.2105234116834935,81.03448275862068,22.77,-67.7127093592558,0.0,64,Medium
2048,4987,18,1.91,Male,Californian,BoneDefect,177,Protocol1,0,1.4914541966060306,1.0,0,59.32,Group,Vet9,12.0,58.06188843056948,7,92.67015706806284,1.0,59.32,21.412,Major,70.14803567938557,High,0.0,1,1.1993749198466679,-1.2105234116834935,92.67015706806284,21.412,111.14626220568599,0.0,70,High
3832,8392,47,3.02,Female,Dutch Belted,OcularImplant,139,Protocol1,0,1.2635366804015031,1.0,5,71.44,Group,Vet1,10.0,65.64955519129802,4,46.026490066225165,1.0,71.44,25.653999999999996,Major,83.34104185866042,High,3.0,1,0.978870082007507,-1.0412027024059802,46.026490066225165,25.653999999999996,45.053954105643534,0.0,66,Medium
271,7481,31,5.0,Female,New Zealand White,OcularImplant,141,Protocol2,0,0.04798165126735381,2.0,3,56.44,Single,Vet4,10.0,58.45836502870502,5,28.2,2.0,56.44,21.054,Major,70.83740678305773,High,0.0,1,-0.7910477682994854,-0.427887665124681,56.4,21.054,-22.307547066045487,0.0,61,Medium
1033,3504,41,2.24,Female,Dutch Belted,BoneDefect,131,Protocol2,0,0.27774543483124,3.0,4,61.08,Group,Vet6,12.0,66.246286715681,7,58.482142857142854,3.0,61.08,23.327999999999996,Major,84.37860491154768,High,5.0,1,-0.3354318345436861,0.14890417118822247,175.44642857142856,23.327999999999996,-19.616772466617356,0.0,80,High
323,5541,41,5.0,Female,Dutch Belted,BoneDefect,166,Protocol1,1,0.025000214407484997,5.0,1,69.49,Group,Vet9,12.0,66.18573130942241,8,33.2,5.0,69.49,27.571499999999997,Major,84.27331459317301,High,3.0,1,-0.8420109631960748,1.2851549413803798,166.0,27.571499999999997,-27.954763978109685,5.0,84,High
2464,6750,36,2.05,Female,Dutch Belted,OcularImplant,85,Protocol2,1,1.1938219713027933,1.0,0,70.5,Group,Vet2,10.0,63.745408990964975,7,41.463414634146346,1.0,70.5,25.324999999999996,Major,80.03022005013591,High,2.0,1,0.9069683365247831,-1.0187722656704263,41.463414634146346,25.324999999999996,37.60600419736906,1.0,57,Medium
2508,7665,43,3.64,Female,Dutch Belted,BoneDefect,138,Protocol1,0,0.06040406114602814,4.0,5,60.27,Single,Vet2,12.0,66.37793540001275,8,37.91208791208791,4.0,60.27,23.6945,Major,84.60750820430582,High,4.0,1,-0.7639634447385951,0.8131268199318483,151.64835164835165,23.6945,-28.963449278551135,0.0,89,High
727,6484,21,5.0,Male,Californian,BoneDefect,119,Protocol2,0,0.7587734362109182,2.0,2,69.01,Group,Vet6,12.0,62.158236269561804,7,23.8,2.0,69.01,25.453500000000002,Major,77.27053381438485,High,0.0,1,0.3989544582031347,-0.46059994921952757,47.6,25.453500000000002,9.495116105234606,0.0,87,High
4281,3714,43,4.24,Male,Dutch Belted,BoneDefect,121,Protocol2,0,0.02445539829889029,3.0,4,60.37,Group,Vet10,12.0,64.42366238639161,7,28.537735849056602,3.0,60.37,23.079499999999996,Major,81.20952872553676,High,2.0,1,-0.843232955894814,0.19766608095017152,85.61320754716981,23.079499999999996,-24.063959354545396,0.0,84,High
4350,2916,47,2.43,Female,Dutch Belted,BoneDefect,175,Protocol1,0,2.763648338097511,0.0,3,62.78,Group,Vet10,12.0,58.39363264056344,7,72.01646090534979,0.0,62.78,21.973,Major,70.72485376462903,High,0.0,1,2.147519450153391,-1.6587724479736397,0.0,21.973,154.65675052544995,0.0,86,High
895,2597,32,5.0,Female,Dutch Belted,BoneDefect,123,Protocol2,0,0.7297079817242474,3.0,1,57.95,Single,Vet8,12.0,58.27840917330447,8,24.6,3.0,57.95,22.232499999999998,Major,70.5245097111167,High,4.0,1,0.3606536505750647,0.0546670901639172,73.80000000000001,22.232499999999998,8.872079804146592,0.0,75,High
161,3749,17,1.29,Male,Dutch Belted,OcularImplant,69,Protocol1,0,0.02803338282781824,3.0,3,64.17,Single,Vet5,10.0,69.21003648301978,5,53.48837209302325,3.0,64.17,24.409499999999998,Major,89.53180552345367,High,3.0,1,-0.8352195842669381,0.20990904506735622,160.46511627906975,24.409499999999998,-44.67453590265017,0.0,59,Medium
561,4796,30,1.96,Female,Dutch Belted,Ovariohysterectomy,105,Protocol1,1,1.6842500048184867,4.0,4,70.1,Group,Vet2,8.0,61.546134758073,6,53.57142857142857,4.0,70.1,27.134999999999998,Major,76.20624629648654,High,2.0,1,1.3706863378467777,0.8131268199318483,214.28571428571428,27.134999999999998,73.42962524179165,4.0,68,Medium
1374,3086,42,5.0,Male,New Zealand White,BoneDefect,162,Protocol2,0,0.01255293649692862,3.0,3,58.46,Single,Vet4,12.0,63.79822318598675,8,32.4,3.0,58.46,22.410999999999998,Major,80.12205038787322,High,1.0,1,-0.8700929622265012,0.19376045213193113,97.19999999999999,22.410999999999998,-28.19101197613864,0.0,81,High
4153,1585,50,2.89,Female,Californian,BoneDefect,149,Protocol1,1,0.017367113413631646,1.0,3,64.74,Group,Vet10,12.0,63.37618073711216,9,51.55709342560554,1.0,64.74,23.308999999999994,Major,79.38822682767983,High,3.0,1,-0.8591910895669221,-1.0399596049990358,51.55709342560554,23.308999999999994,-44.29739527524962,1.0,67,Medium
2632,2283,23,2.54,Female,New Zealand White,OcularImplant,101,Protocol2,0,2.9139539890087853,4.0,4,72.25,Single,Vet1,10.0,65.34126113594476,4,39.76377952755905,4.0,72.25,27.8875,Major,82.8049975771218,High,5.0,1,2.2375235650700005,0.8278223430497808,159.0551181102362,27.8875,88.97239372916142,0.0,62,Medium
3494,8183,42,2.01,Male,Californian,BoneDefect,100,Protocol2,0,2.3458634221347077,2.0,1,64.69,Single,Vet1,12.0,65.250133718126,9,49.75124378109453,2.0,64.69,23.941499999999998,Major,82.64655037269173,High,4.0,1,1.8770795213165534,-0.41819435392072657,99.50248756218906,23.941499999999998,93.38704086152008,0.0,83,High
296,7654,33,3.1,Male,Dutch Belted,BoneDefect,135,Protocol1,0,0.026309198413368647,5.0,5,44.79,Single,Vet2,12.0,58.840287057424,7,43.54838709677419,5.0,44.79,18.926499999999997,Major,71.50147122391715,High,5.0,1,-0.8390776367088272,1.42375984846594,217.74193548387098,18.926499999999997,-36.540477727642475,0.0,76,High
4151,6451,37,2.27,Female,Dutch Belted,OcularImplant,78,Protocol2,0,1.4086937475643972,4.0,3,59.43,Group,Vet9,10.0,64.45164865245788,5,34.36123348017621,4.0,59.43,23.4005,Major,81.25818966344958,High,5.0,1,1.1217301649804183,0.6612353531144114,137.44493392070484,23.4005,38.544032100648735,0.0,66,Medium
1964,2559,18,1.24,Male,Dutch Belted,OcularImplant,130,Protocol2,1,0.01756312944771979,3.0,1,75.24,Group,Vet8,10.0,69.98844876691611,4,104.83870967741936,3.0,75.24,28.283999999999995,Major,90.88526481407777,High,5.0,1,-0.8587482980919726,0.0546670901639172,314.51612903225805,28.283999999999995,-90.03006350964229,3.0,60,Medium
3960,5524,13,2.74,Female,Dutch Belted,BoneDefect,142,Protocol2,1,0.014263168922131676,3.0,5,77.79,Group,Vet10,12.0,67.49770985211512,9,51.824817518248175,3.0,77.79,29.1765,Major,86.55450874239511,High,3.0,1,-0.8662141561226864,0.19766608095017152,155.47445255474452,29.1765,-44.89139057278155,3.0,73,High
1122,2893,25,3.93,Female,Dutch Belted,OcularImplant,120,Protocol1,0,0.021280410306068052,5.0,1,57.28,Single,Vet9,10.0,60.84932193620399,7,30.534351145038165,5.0,57.28,23.298,Major,74.99466753919367,High,5.0,1,-0.8503672345203797,1.2851549413803798,152.67175572519082,23.298,-25.965411741080292,0.0,71,High
3794,1099,41,1.51,Male,Californian,OcularImplant,143,Protocol1,0,0.015609025126549584,4.0,3,51.94,Group,Vet5,10.0,63.48008730743098,7,94.70198675496688,4.0,51.94,20.779,Major,79.56889370031826,High,4.0,1,-0.8631663509077966,0.8108106423904566,378.8079470198675,20.779,-81.74356833100325,0.0,65,Medium
1298,5223,46,3.61,Male,New Zealand White,OcularImplant,140,Protocol1,0,1.2901636413276325,5.0,4,48.5,Single,Vet3,10.0,59.00081751554079,6,38.78116343490305,5.0,48.5,20.224999999999998,Major,71.78059251280374,High,3.0,1,1.0057494641737779,1.30527626449334,193.90581717451525,20.224999999999998,39.00413434468945,0.0,70,High
4755,6169,17,4.57,Female,Dutch Belted,OcularImplant,113,Protocol1,0,0.01885506638692686,4.0,1,56.22,Group,Vet4,10.0,58.338951426915166,4,24.72647702407002,4.0,56.22,22.277,Major,70.62977716041051,High,5.0,1,-0.8558320022215395,0.8154085693885433,98.90590809628009,22.277,-21.16171033939474,0.0,70,High
4795,7079,25,3.19,Male,Dutch Belted,BoneDefect,112,Protocol2,0,0.021476820843237585,3.0,2,57.02,Single,Vet7,12.0,61.25333182007274,8,35.10971786833856,3.0,57.02,21.907,Major,75.69713709438759,High,2.0,1,-0.8499252518862221,0.1441170773432314,105.32915360501568,21.907,-29.840635802901843,0.0,78,High
476,6660,17,2.71,Male,Dutch Belted,Castration,20,Protocol1,0,0.04470175666274139,5.0,2,50.6,Single,Vet5,5.5,59.37355893738689,2,7.380073800738008,5.0,50.6,20.96,Minor,72.428694233235,High,4.0,1,-0.798252434938654,1.411712239713557,36.90036900369004,0.0,-5.891161881466082,0.0,44,Medium
230,8604,19,1.83,Male,Californian,OcularImplant,143,Protocol1,0,2.7414298031667728,5.0,1,52.27,Single,Vet3,10.0,58.15705076474168,6,78.14207650273224,5.0,52.27,21.5445,Major,70.31349856835509,High,5.0,1,2.133910687282625,1.30527626449334,390.7103825136612,21.5445,166.74821217563678,0.0,71,High
3340,4456,14,3.49,Female,Dutch Belted,BoneDefect,160,Protocol1,0,0.45738721909517066,4.0,5,64.2,Single,Vet9,12.0,65.13411436056728,7,45.84527220630372,4.0,64.2,25.07,Major,82.44482247010254,High,5.0,1,-0.03308056452710373,0.6612353531144114,183.38108882521487,25.07,-1.5165874854832653,0.0,85,High
